Total marks,Percentage in Communication skills,Hours working per day,Logical quotient rating,public speaking points,can work long time before system?,self-learning capability?,Extra-courses did,talenttests taken?,olympiads,reading and writing skills,memory capability score,Higher Studies?,Taken inputs from seniors or elders,interested in games,Tuff behaviour?,Management or Technical,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role,interested career area ,Interested Type of Books
78,91,9,8,8,no,yes,no,no,yes,2,2,higherstudies,no,no,gentle,Management,smart worker,no,no,Technical Support,testing,History
70,91,11,1,1,yes,yes,yes,no,no,2,1,job,no,yes,stubborn,Technical,hard worker,yes,yes,Information Technology Manager,system developer,Autobiographies
74,86,8,2,5,yes,no,no,yes,no,3,2,higherstudies,no,yes,stubborn,Technical,smart worker,yes,yes,Systems Security Administrator,developer,Series
79,73,12,4,1,yes,yes,yes,yes,no,1,1,job,yes,no,stubborn,Management,hard worker,yes,no,Data Architect,developer,Series
92,61,12,7,3,no,no,yes,no,yes,2,2,higherstudies,no,no,gentle,Technical,hard worker,no,no,Business Intelligence Analyst,testing,Drama
84,73,8,9,5,no,yes,no,yes,yes,1,1,higherstudies,no,yes,gentle,Technical,smart worker,yes,no,UX Designer,developer,Biographies
75,93,11,4,5,no,yes,yes,no,no,3,2,job,no,yes,gentle,Technical,hard worker,no,yes,Portal Administrator,security,Horror
72,69,12,8,3,no,yes,yes,no,yes,1,1,job,no,yes,stubborn,Technical,smart worker,no,yes,Database Administrator,testing,Childrens
65,75,7,4,9,yes,yes,yes,yes,no,1,1,job,no,no,stubborn,Technical,hard worker,no,yes,Network Security Engineer,testing,Romance
74,77,7,2,4,no,yes,no,yes,no,3,2,higherstudies,no,yes,stubborn,Technical,hard worker,yes,no,Applications Developer,system developer,Health
92,67,6,8,2,no,no,yes,yes,no,2,3,higherstudies,no,no,stubborn,Technical,hard worker,yes,no,Software Quality Assurance (QA) / Testing,testing,Encyclopedias
63,87,11,9,9,no,yes,no,no,no,1,3,higherstudies,yes,no,gentle,Management,smart worker,no,yes,Database Manager,cloud computing,Fantasy
89,70,9,7,6,no,no,yes,yes,no,2,2,job,no,no,stubborn,Technical,smart worker,yes,no,Portal Administrator,Business process analyst,Fantasy
73,81,10,8,4,yes,yes,yes,yes,yes,3,1,job,yes,yes,stubborn,Technical,smart worker,yes,yes,Software Developer,developer,Self help
80,91,4,6,2,no,yes,no,yes,no,3,1,job,yes,yes,gentle,Technical,hard worker,no,yes,CRM Business Analyst,testing,Prayer books
84,88,8,9,9,no,no,yes,no,no,3,3,higherstudies,no,no,stubborn,Management,hard worker,no,yes,Database Developer,Business process analyst,Guide
90,62,10,8,5,yes,yes,yes,yes,yes,3,1,job,no,yes,stubborn,Management,smart worker,yes,no,Software Quality Assurance (QA) / Testing,security,Cookbooks
65,84,5,2,9,yes,yes,no,no,yes,2,3,higherstudies,no,yes,stubborn,Technical,hard worker,yes,yes,Software Quality Assurance (QA) / Testing,testing,Science
74,88,7,1,3,yes,yes,yes,yes,no,3,1,higherstudies,yes,yes,stubborn,Technical,smart worker,yes,yes,UX Designer,Business process analyst,Health
80,90,8,4,8,yes,yes,no,yes,no,3,1,higherstudies,yes,yes,gentle,Management,smart worker,yes,no,Network Security Administrator,developer,Anthology
94,70,7,1,5,yes,yes,yes,no,yes,1,2,higherstudies,no,no,stubborn,Management,smart worker,yes,no,Business Systems Analyst,security,Trilogy
85,94,12,7,4,yes,yes,no,yes,no,3,1,higherstudies,no,no,stubborn,Technical,smart worker,yes,yes,CRM Technical Developer,Business process analyst,Diaries
90,89,9,3,9,yes,no,yes,no,yes,1,1,job,no,no,gentle,Management,smart worker,no,no,Project Manager,developer,Self help
62,63,9,7,7,no,yes,no,yes,yes,2,3,job,yes,no,gentle,Technical,hard worker,no,yes,Technical Support,testing,Mystery
85,60,11,7,1,no,no,yes,no,yes,2,2,higherstudies,yes,yes,gentle,Technical,smart worker,no,no,Systems Security Administrator,cloud computing,Horror
84,81,10,1,7,no,yes,no,no,no,1,1,job,no,no,gentle,Technical,hard worker,no,no,UX Designer,system developer,Horror
82,61,4,6,4,no,yes,no,yes,no,2,1,job,yes,yes,stubborn,Management,hard worker,yes,no,Programmer Analyst,system developer,Autobiographies
78,67,9,5,5,yes,no,no,no,no,2,3,job,yes,yes,gentle,Technical,smart worker,no,no,Network Security Engineer,system developer,Autobiographies
86,77,8,9,7,no,yes,yes,yes,no,2,2,job,no,no,gentle,Management,hard worker,no,yes,Database Manager,security,Trilogy
72,69,8,4,3,no,no,yes,yes,yes,2,1,higherstudies,yes,no,gentle,Management,hard worker,yes,no,Web Developer,testing,Health
67,74,6,6,2,yes,yes,no,no,yes,2,3,higherstudies,yes,yes,gentle,Management,hard worker,yes,yes,Programmer Analyst,cloud computing,Art
68,83,10,7,7,yes,yes,yes,yes,yes,1,3,job,no,yes,gentle,Management,hard worker,no,yes,Applications Developer,security,Journals
63,69,7,7,1,no,yes,yes,no,no,3,3,higherstudies,yes,no,stubborn,Technical,hard worker,yes,yes,Business Systems Analyst,developer,Journals
72,84,4,7,7,yes,yes,yes,no,yes,3,1,higherstudies,yes,no,stubborn,Technical,hard worker,no,yes,Business Intelligence Analyst,developer,Mystery
73,85,5,9,8,no,no,no,yes,yes,1,3,higherstudies,no,yes,gentle,Management,smart worker,yes,no,Software Developer,cloud computing,Comics
87,74,9,7,6,no,yes,no,yes,yes,2,1,higherstudies,yes,yes,gentle,Technical,smart worker,no,yes,Network Engineer,security,Dictionaries
82,70,10,8,4,no,yes,no,no,yes,3,3,job,yes,yes,gentle,Management,smart worker,yes,yes,Information Technology Manager,cloud computing,Journals
65,77,8,8,6,no,yes,no,no,yes,1,1,higherstudies,yes,no,gentle,Technical,hard worker,yes,yes,Technical Engineer,system developer,Journals
64,84,4,4,6,yes,yes,yes,no,no,3,1,job,no,no,gentle,Technical,hard worker,no,no,Web Developer,security,Anthology
74,90,5,7,4,no,no,no,no,no,3,3,job,no,no,stubborn,Technical,hard worker,no,yes,Solutions Architect,cloud computing,Anthology
62,87,12,4,6,no,no,no,yes,no,1,2,job,no,no,stubborn,Management,hard worker,no,yes,Business Intelligence Analyst,Business process analyst,Mystery
60,70,7,1,2,no,no,no,no,yes,2,3,job,no,yes,gentle,Technical,hard worker,yes,yes,Quality Assurance Associate,cloud computing,Science fiction
81,71,8,8,6,no,yes,no,no,no,3,2,job,yes,yes,gentle,Technical,hard worker,no,yes,Network Engineer,system developer,Diaries
87,69,5,3,2,yes,no,no,yes,yes,2,2,job,yes,no,stubborn,Management,hard worker,yes,no,Mobile Applications Developer,Business process analyst,Romance
71,69,7,1,9,yes,no,yes,no,no,2,2,job,no,no,stubborn,Technical,hard worker,yes,yes,Network Security Administrator,security,Childrens
70,84,11,6,8,no,yes,yes,no,no,3,3,job,no,no,stubborn,Technical,hard worker,yes,yes,Software Engineer,security,Health
60,67,6,4,9,no,yes,no,no,no,1,1,higherstudies,no,no,gentle,Management,smart worker,no,yes,Portal Administrator,testing,Health
91,83,9,4,8,yes,no,yes,no,yes,1,3,job,no,no,stubborn,Management,smart worker,no,yes,Programmer Analyst,security,Mystery
76,69,5,1,6,no,no,yes,no,yes,3,1,job,yes,yes,stubborn,Technical,hard worker,yes,yes,Software Engineer,system developer,Science fiction
74,67,6,8,1,no,no,no,yes,no,3,1,job,no,yes,stubborn,Technical,smart worker,no,yes,Information Technology Auditor,cloud computing,Guide
65,71,10,9,6,no,no,no,yes,no,1,2,job,no,no,gentle,Management,smart worker,no,yes,Information Technology Auditor,developer,Journals
70,69,7,2,1,no,no,yes,no,no,2,2,higherstudies,no,no,stubborn,Management,smart worker,yes,yes,Information Security Analyst,cloud computing,Drama
63,77,7,1,3,no,yes,no,yes,yes,3,2,higherstudies,no,no,stubborn,Technical,hard worker,no,yes,CRM Technical Developer,security,Childrens
86,84,4,5,6,yes,yes,yes,no,yes,2,1,higherstudies,yes,no,stubborn,Management,hard worker,yes,yes,Database Developer,testing,Anthology
70,84,11,7,3,yes,yes,yes,no,no,1,3,higherstudies,yes,no,gentle,Technical,smart worker,yes,no,Database Developer,Business process analyst,Poetry
86,79,4,3,2,no,no,no,no,no,1,1,higherstudies,yes,no,gentle,Technical,smart worker,no,no,Software Engineer,system developer,Dictionaries
76,74,9,4,2,yes,yes,yes,no,no,1,1,job,yes,no,gentle,Technical,hard worker,yes,no,UX Designer,testing,Encyclopedias
86,94,7,7,1,yes,no,no,no,yes,3,1,job,no,yes,stubborn,Technical,hard worker,no,no,Technical Engineer,security,Religion-Spirituality
73,66,12,8,3,yes,yes,yes,no,yes,3,2,higherstudies,yes,no,gentle,Technical,smart worker,no,yes,CRM Business Analyst,developer,Drama
78,73,4,3,2,no,yes,yes,no,yes,3,2,job,yes,no,stubborn,Management,hard worker,yes,no,Database Developer,developer,Religion-Spirituality
62,64,7,4,8,no,no,no,no,yes,2,2,higherstudies,yes,yes,stubborn,Technical,smart worker,no,yes,CRM Technical Developer,testing,Guide
81,87,6,7,8,no,yes,no,no,no,1,3,higherstudies,no,yes,stubborn,Management,hard worker,no,yes,Network Engineer,developer,Action and Adventure
61,79,12,4,4,yes,yes,no,yes,yes,1,3,higherstudies,yes,yes,gentle,Technical,smart worker,no,yes,Solutions Architect,system developer,Autobiographies
81,69,5,7,8,yes,no,yes,yes,yes,1,3,higherstudies,yes,no,stubborn,Management,hard worker,yes,no,Network Security Engineer,Business process analyst,Diaries
87,68,10,5,7,no,yes,no,yes,no,2,1,job,no,yes,stubborn,Management,smart worker,no,no,UX Designer,developer,Biographies
67,75,9,9,8,no,yes,yes,yes,no,1,3,higherstudies,yes,no,stubborn,Management,smart worker,no,yes,Project Manager,testing,Comics
61,73,8,6,3,no,yes,yes,yes,no,3,2,higherstudies,yes,no,stubborn,Technical,smart worker,yes,no,Technical Services/Help Desk/Tech Support,security,Diaries
85,76,6,8,9,no,no,yes,yes,no,2,1,job,no,yes,stubborn,Management,hard worker,no,yes,Network Security Administrator,security,Mystery
77,64,9,8,3,no,yes,yes,yes,no,2,1,job,yes,yes,stubborn,Management,smart worker,no,yes,Information Technology Auditor,testing,Math
83,62,9,1,3,yes,no,no,yes,no,3,2,higherstudies,yes,yes,gentle,Technical,smart worker,no,no,Software Quality Assurance (QA) / Testing,Business process analyst,Dictionaries
88,74,8,3,6,yes,no,yes,yes,yes,2,2,job,no,no,stubborn,Management,hard worker,yes,no,Database Administrator,testing,Trilogy
67,67,12,9,1,yes,yes,yes,yes,yes,2,3,job,no,no,gentle,Technical,smart worker,no,yes,Applications Developer,testing,Anthology
75,76,8,1,7,no,yes,no,yes,no,3,3,job,no,yes,stubborn,Management,smart worker,no,no,Database Manager,security,Comics
82,79,5,6,4,no,yes,yes,no,no,2,1,higherstudies,no,yes,gentle,Management,hard worker,yes,yes,Portal Administrator,Business process analyst,Diaries
94,79,12,7,3,no,no,no,no,yes,1,3,higherstudies,no,no,stubborn,Technical,smart worker,yes,yes,Project Manager,system developer,Math
80,73,6,6,4,no,yes,yes,no,no,3,3,job,yes,no,stubborn,Management,smart worker,yes,yes,Systems Security Administrator,Business process analyst,Childrens
63,86,6,2,8,yes,no,yes,no,no,1,2,job,yes,yes,gentle,Management,hard worker,yes,no,Data Architect,testing,Satire
67,68,4,6,7,yes,no,no,yes,yes,2,3,job,yes,no,gentle,Technical,hard worker,yes,no,Information Technology Manager,security,Comics
75,89,4,2,7,no,no,no,no,yes,3,1,job,no,no,stubborn,Management,smart worker,yes,no,Systems Security Administrator,testing,Trilogy
89,89,5,8,2,no,yes,yes,no,no,2,3,job,no,yes,gentle,Management,hard worker,no,yes,Systems Security Administrator,testing,Guide
77,72,6,3,9,no,no,yes,no,no,2,1,higherstudies,yes,no,stubborn,Technical,hard worker,no,yes,Network Security Administrator,system developer,Science
88,83,8,1,4,yes,yes,no,yes,no,1,1,higherstudies,no,no,gentle,Technical,hard worker,yes,no,Database Administrator,developer,Biographies
77,62,7,8,4,yes,no,yes,yes,yes,2,3,higherstudies,no,yes,gentle,Management,hard worker,yes,no,Network Engineer,cloud computing,Anthology
89,72,9,4,1,no,yes,no,yes,no,2,1,job,yes,no,stubborn,Technical,smart worker,yes,no,Systems Analyst,developer,Horror
92,93,5,4,1,no,yes,yes,yes,no,3,1,higherstudies,yes,no,stubborn,Technical,smart worker,no,no,CRM Business Analyst,Business process analyst,Romance
73,68,9,8,6,no,yes,no,no,no,3,1,higherstudies,yes,no,gentle,Technical,smart worker,yes,no,Network Security Administrator,security,Comics
84,69,4,6,6,no,yes,no,yes,yes,3,2,higherstudies,no,no,stubborn,Technical,smart worker,no,yes,CRM Technical Developer,security,Journals
92,88,9,5,6,no,no,yes,yes,no,2,3,job,no,no,stubborn,Technical,hard worker,no,yes,Systems Security Administrator,security,Cookbooks
60,91,11,2,9,yes,no,yes,no,yes,3,1,higherstudies,yes,no,gentle,Management,hard worker,no,yes,Software Quality Assurance (QA) / Testing,system developer,Horror
76,70,8,3,6,yes,no,yes,yes,no,1,1,job,yes,yes,stubborn,Management,hard worker,no,yes,Business Systems Analyst,cloud computing,Encyclopedias
94,60,9,7,2,yes,yes,no,no,yes,2,3,higherstudies,yes,yes,gentle,Management,hard worker,yes,yes,Information Technology Manager,system developer,Self help
93,83,6,9,4,yes,yes,yes,yes,yes,1,3,job,yes,yes,stubborn,Technical,hard worker,no,yes,Information Technology Manager,testing,Prayer books
83,82,7,8,3,yes,yes,yes,no,no,2,2,job,no,no,stubborn,Management,smart worker,no,no,UX Designer,testing,Guide
61,76,12,7,8,no,yes,yes,no,yes,3,2,job,yes,yes,gentle,Management,smart worker,yes,yes,CRM Business Analyst,system developer,Drama
93,73,12,5,3,yes,no,yes,no,yes,1,2,job,no,yes,gentle,Technical,smart worker,yes,no,CRM Technical Developer,cloud computing,Art
68,63,11,8,2,yes,no,yes,no,no,3,1,job,no,no,stubborn,Technical,hard worker,no,yes,Information Technology Auditor,Business process analyst,Anthology
88,75,8,9,5,yes,no,no,yes,yes,3,1,higherstudies,yes,yes,gentle,Technical,smart worker,yes,yes,Database Developer,testing,Diaries
69,85,12,7,4,no,no,yes,no,no,1,2,job,yes,yes,stubborn,Management,smart worker,yes,yes,E-Commerce Analyst,security,Poetry
61,61,7,7,5,no,yes,yes,yes,no,1,3,higherstudies,yes,yes,stubborn,Management,smart worker,yes,no,Systems Security Administrator,testing,Mystery
73,69,7,1,2,yes,yes,yes,no,no,3,1,higherstudies,no,yes,gentle,Management,smart worker,no,yes,Information Security Analyst,security,Drama
79,65,10,8,2,yes,no,yes,yes,yes,3,2,higherstudies,no,yes,stubborn,Management,smart worker,no,yes,Database Developer,system developer,Horror
75,62,9,3,5,yes,no,no,yes,no,2,1,job,no,no,gentle,Management,smart worker,yes,yes,Information Security Analyst,system developer,Poetry
76,89,9,4,1,no,yes,yes,no,no,3,1,job,yes,no,gentle,Technical,hard worker,no,no,Network Security Administrator,system developer,Satire
67,64,9,8,2,no,no,yes,no,no,1,2,higherstudies,yes,yes,stubborn,Management,hard worker,no,no,Technical Support,Business process analyst,Comics
68,69,11,7,4,yes,no,yes,no,yes,2,1,job,yes,no,gentle,Management,hard worker,no,yes,Data Architect,testing,Religion-Spirituality
76,78,5,9,3,yes,no,yes,yes,no,1,3,higherstudies,yes,no,stubborn,Management,smart worker,no,yes,CRM Business Analyst,testing,Romance
66,62,4,7,7,no,no,no,no,yes,2,2,higherstudies,yes,yes,gentle,Management,smart worker,no,yes,Programmer Analyst,system developer,Mystery
76,90,7,3,3,yes,yes,yes,yes,yes,3,3,job,no,no,stubborn,Management,hard worker,no,no,Information Technology Manager,security,Religion-Spirituality
65,77,5,1,8,no,yes,no,yes,no,1,2,higherstudies,yes,no,stubborn,Technical,hard worker,no,no,Systems Analyst,system developer,Horror
65,71,9,9,2,no,no,yes,no,yes,1,3,job,yes,yes,stubborn,Technical,hard worker,yes,no,Technical Support,Business process analyst,Self help
63,89,5,9,4,yes,yes,yes,no,yes,1,3,job,no,no,stubborn,Management,hard worker,yes,no,Systems Security Administrator,security,Horror
60,71,9,6,7,no,no,yes,yes,yes,2,3,job,yes,yes,stubborn,Technical,smart worker,no,yes,Web Developer,cloud computing,Journals
65,81,12,9,6,no,no,no,no,yes,1,2,higherstudies,no,no,gentle,Technical,hard worker,yes,yes,Systems Security Administrator,Business process analyst,Childrens
71,85,12,4,5,no,no,yes,no,no,1,1,higherstudies,no,yes,gentle,Technical,hard worker,no,yes,Database Developer,developer,Comics
93,65,7,5,2,yes,no,yes,yes,no,3,1,job,yes,no,stubborn,Technical,smart worker,no,no,Software Systems Engineer,cloud computing,Autobiographies
74,71,6,1,8,no,yes,no,yes,yes,3,2,job,yes,yes,stubborn,Technical,smart worker,yes,no,Mobile Applications Developer,testing,Science
91,63,8,5,4,no,no,yes,no,no,3,1,higherstudies,no,yes,gentle,Management,smart worker,yes,no,Technical Engineer,cloud computing,Action and Adventure
89,67,11,2,2,no,no,no,yes,yes,2,1,higherstudies,yes,no,stubborn,Technical,hard worker,yes,no,Systems Analyst,Business process analyst,Health
76,79,4,7,3,no,yes,no,yes,no,3,3,higherstudies,no,no,stubborn,Technical,hard worker,no,yes,Software Systems Engineer,cloud computing,Guide
67,80,6,4,1,yes,no,no,no,no,3,1,job,yes,yes,gentle,Management,smart worker,yes,no,Software Developer,testing,Science
94,93,6,8,5,yes,no,yes,no,yes,3,1,job,yes,yes,gentle,Management,hard worker,no,no,Technical Engineer,developer,Science
88,89,10,7,1,yes,yes,yes,no,no,2,3,job,yes,no,stubborn,Technical,hard worker,no,no,Database Developer,system developer,Biographies
75,70,8,8,5,no,yes,no,yes,no,3,2,higherstudies,yes,yes,gentle,Management,hard worker,no,yes,Portal Administrator,testing,Fantasy
86,69,11,4,9,yes,yes,no,no,yes,2,3,job,no,no,stubborn,Technical,hard worker,yes,no,Project Manager,Business process analyst,Childrens
84,93,9,7,5,yes,no,no,no,no,3,2,job,yes,yes,stubborn,Technical,hard worker,yes,yes,Network Engineer,developer,Religion-Spirituality
91,76,7,2,6,yes,yes,no,yes,no,3,3,higherstudies,no,yes,stubborn,Management,smart worker,no,yes,Business Intelligence Analyst,system developer,Guide
66,62,5,6,7,yes,yes,no,yes,yes,3,3,higherstudies,no,no,stubborn,Management,smart worker,no,yes,Business Systems Analyst,testing,Romance
64,70,7,7,6,yes,yes,yes,no,no,1,1,job,no,no,gentle,Technical,hard worker,no,no,Systems Analyst,security,Self help
81,87,7,2,6,yes,no,yes,no,yes,1,3,higherstudies,yes,yes,gentle,Management,smart worker,no,no,E-Commerce Analyst,cloud computing,Series
61,77,8,4,5,no,yes,yes,yes,yes,3,1,higherstudies,yes,no,stubborn,Management,smart worker,yes,no,Design & UX,cloud computing,Mystery
75,79,5,1,7,yes,yes,no,yes,yes,3,3,job,no,no,stubborn,Technical,hard worker,yes,yes,Technical Services/Help Desk/Tech Support,security,Guide
62,92,6,1,8,no,yes,yes,no,no,1,2,higherstudies,yes,yes,gentle,Technical,hard worker,no,no,Data Architect,system developer,Science fiction
83,69,8,3,2,no,no,no,yes,yes,1,1,job,no,no,gentle,Management,hard worker,yes,yes,Project Manager,system developer,History
90,85,10,9,6,no,yes,yes,no,yes,2,3,job,no,yes,gentle,Technical,hard worker,yes,yes,Mobile Applications Developer,developer,Mystery
62,69,7,1,9,yes,no,yes,yes,yes,1,3,job,no,no,gentle,Management,hard worker,no,no,CRM Business Analyst,system developer,History
92,61,8,9,1,yes,no,no,yes,no,2,1,job,no,yes,stubborn,Technical,smart worker,no,no,Applications Developer,developer,Dictionaries
67,80,11,1,4,yes,yes,yes,yes,yes,3,3,higherstudies,yes,no,stubborn,Technical,smart worker,yes,yes,Applications Developer,Business process analyst,Prayer books
63,60,10,4,9,yes,no,yes,no,yes,1,1,higherstudies,yes,yes,stubborn,Technical,hard worker,no,no,Business Intelligence Analyst,system developer,Guide
76,90,8,4,9,yes,yes,no,yes,no,1,1,higherstudies,no,yes,gentle,Management,hard worker,no,yes,Technical Support,system developer,Math
